GeneID;Gene;Base mean;log2(FC);StdErr;Wald-Stats;P-value;P-adj;;;;;;;;;;;
ENSG00000223145;RN7SKP112;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000223169;RNA5SP209;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000223271;RF00019;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000223379;AL391987.3;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000223665;AC000058.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000223777;AC092162.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000223917;AC009237.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224050;AL008723.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224341;AC006965.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224427;AP000281.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224769;MUC20P1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224813;;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224844;AC107079.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000224972;AL513412.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225072;OR7E116P;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225194;LINC00092;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225236;AP000936.2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225294;OSTCP2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225328;LINC01594;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225365;AC078942.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225532;AL731684.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225625;AC090517.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225678;AP000619.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225703;AC114737.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225728;AL034399.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000225918;RPL7P59;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000226036;AL590648.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000226089;AL122017.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000226292;AL606495.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000226642;ACTG1P12;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000226810;AC112198.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000227292;AC009229.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000227453;HNRNPA1P63;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000227805;RPL21P90;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000227838;AL121885.2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000227887;RPS26P13;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000227888;FAM66A;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228036;HSPD1P9;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228162;AC097713.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228165;AL158147.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228167;AL353072.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228291;ARL4AP3;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228422;LINC00687;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228481;U51244.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228561;AC026355.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228625;AL451047.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000228980;LINC01205;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229015;AL450472.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229067;AL714022.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229129;ACTG1P2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229258;AL445488.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229749;COTL1P1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229863;AC097358.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000229921;KIF25-AS1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230001;AL359095.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230114;AL590432.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230338;MTND4P19;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230402;LINC01349;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230489;VAV3-AS1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230595;RSL24D1P2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230889;SHC1P1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230927;TMBIM7P;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000230970;HHATL-AS1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231397;AC004941.2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231399;SNRPEP8;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231514;CCNQP2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231561;CEACAMP5;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231565;NEK2P2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231583;AC108938.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231635;ATP5F1BP1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000231896;AC019185.2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232378;RPL29P28;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232461;AC092920.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232542;DPYD-IT1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232598;AL122034.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232610;CCT6P4;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232654;FAM136BP;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000232667;AC004862.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233055;AL353621.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233533;MKNK2P1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233615;HNRNPA1P42;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233691;AL354714.4;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233740;CICP2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233783;AP001442.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233802;TRIM49D2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000233848;AL513188.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234144;COX6CP13;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234200;AC243591.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234208;AC005529.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234224;TMEM229A;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234315;OSTCP5;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234371;RPSAP31;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234386;OR7E162P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234466;AL590240.2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234607;AL355994.4;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234634;LINC02093;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000234884;AL022329.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235089;AL357632.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235092;ID2-AS1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235266;RPL22P17;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235416;AC233728.2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235606;AK4P6;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235626;KRT18P66;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235644;RPL10P5;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235673;AL929472.4;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235759;ARHGAP42P3;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000235782;AL031429.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236362;GAGE12F;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236505;AL356379.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236535;RC3H1-IT1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236592;S100A11P2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236701;AL512594.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236848;RPL23AP95;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236862;RPS20P24;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000236872;PPIAP36;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237413;MGC27382;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237557;YWHABP1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237590;AL137026.2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237666;AC097527.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237888;AC087650.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237937;AP000770.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000237949;LINC00844;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238049;Z92846.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238259;AC067940.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238344;SNORD126;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238441;RNU7-130P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238832;RF01233;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238906;RF01210;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000238921;;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000239429;AF274854.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000239683;AC007998.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000239731;RN7SL825P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000239776;;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000239793;AC098818.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240128;KRT18P43;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240143;AL023653.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240235;RN7SL794P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240459;AC093663.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240680;AC016831.3;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240827;AC021660.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240895;AC117430.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000240919;AC022034.2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241106;HLA-DOB;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241183;AC009022.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241404;EGFL8;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241656;UBA52P7;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241721;SUMO1P1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241815;AC107015.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000241899;TPT1P3;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000242029;AC078980.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000242162;AC018639.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000242520;MAGEA5;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243197;TUSC7;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243257;MTCO2P29;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243295;AC114400.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243352;RN7SL8P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243488;RN7SL337P;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243504;RPS23P1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243621;AC003989.2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000243896;OR2A7;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000244043;RPS27P27;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000244345;AC104435.2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000244471;AL137058.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000244604;AC025518.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000244699;AC139453.2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000246774;ZCCHC23;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000248185;AC025445.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000248400;ST13P12;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000248725;AC097488.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000248740;LINC02428;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249409;AC025741.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249577;AC010424.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249669;CARMN;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249774;AC025458.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249844;OR7E43P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249866;OR7E83P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000249916;AC119150.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250376;AC093720.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250405;AC113367.3;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250428;AC100858.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250441;AC109481.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250453;AC008825.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250684;ADI1P2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000250914;AC139783.2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000251379;AC099550.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000251478;AC008817.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000251483;LYPLA1P2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000251705;RNA5-8SP6;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000251839;RNU7-12P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000251940;RF00398;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000252019;RNU6ATAC9P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000252062;RNU6-469P;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000252628;RNU6-453P;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000252798;RF00478;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253022;RNU6-731P;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253123;AC091182.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253348;AC008514.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253388;AC124067.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253488;SINHCAFP3;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253525;AC104966.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000253798;AC008694.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254084;AP001208.2;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254183;AC104417.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254207;AC100797.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254219;AC087439.2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254406;AP001994.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254532;AC124657.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254629;AP002370.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254836;AL035078.3;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254884;PRR13P2;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000254937;AP000916.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000255183;AP000756.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000255553;AP003733.3;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000255671;AC007406.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256001;AC079949.1;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256045;MTRNR2L10;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256155;LINC02598;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256281;AP003174.2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256651;AC006518.1;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256739;AP002892.2;0,252609522;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256779;AP002383.3;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000256987;AC023050.4;0,211616254;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000257005;AC027667.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
ENSG00000257025;AC023595.1;0,216052471;-0,064139485;0,141081378;-0,454627575;0,649377193;NA;;;;;;;;;;;
