GeneID;Gene;Base mean;log2(FC);StdErr;Wald-Stats;P-value;P-adj;;;;;;;;;;;
ENSG00000201695;RNA5SP334;9,767243847;-0,887349329;0,378114734;-2,346772684;0,018936804;0,041589814;;;;;;;;;;;
ENSG00000184860;SDR42E1;1575,364214;-0,887174301;0,072337354;-12,2644007;1,41E-34;1,98E-33;;;;;;;;;;;
ENSG00000239799;ITIH4-AS1;40,98186904;-0,887018423;0,301532205;-2,941703766;0,00326412;0,008280942;;;;;;;;;;;
ENSG00000166033;HTRA1;12668,60155;-0,886974301;0,041646674;-21,2976022;1,19E-100;7,46E-99;;;;;;;;;;;
ENSG00000206199;ANKUB1;611,6542131;-0,886687899;0,109160735;-8,12277327;4,56E-16;3,23E-15;;;;;;;;;;;
ENSG00000119632;IFI27L2;34,07236747;-0,886593288;0,377352252;-2,349511055;0,018798086;0,04131394;;;;;;;;;;;
ENSG00000225357;RPF2P1;12,54725132;-0,88630749;0,384334213;-2,306085331;0,021105865;0,045864437;;;;;;;;;;;
ENSG00000167005;NUDT21;18605,45834;-0,885146498;0,049161925;-18,004716;1,79E-72;6,71E-71;;;;;;;;;;;
ENSG00000260252;AC009087.1;109,3874771;-0,884897444;0,212016865;-4,173712529;3,00E-05;9,99E-05;;;;;;;;;;;
ENSG00000224635;AL391095.1;159,6872595;-0,884614074;0,194149307;-4,556359686;5,20E-06;1,87E-05;;;;;;;;;;;
ENSG00000256751;PLBD1-AS1;96,10725552;-0,884411502;0,225304079;-3,925412749;8,66E-05;0,000274293;;;;;;;;;;;
ENSG00000240294;RN7SKP241;56,33929456;-0,884384789;0,282146201;-3,134491216;0,001721524;0,004570584;;;;;;;;;;;
ENSG00000263535;AK4P1;542,1324037;-0,883592168;0,129068116;-6,845936837;7,60E-12;4,27E-11;;;;;;;;;;;
ENSG00000223804;AC244669.1;104,9222723;-0,883570971;0,224678829;-3,932595588;8,40E-05;0,000266791;;;;;;;;;;;
ENSG00000170417;TMEM182;323,5842319;-0,88350959;0,136697268;-6,463257109;1,02E-10;5,36E-10;;;;;;;;;;;
ENSG00000182022;CHST15;17879,27991;-0,883252865;0,040012939;-22,07418146;5,60E-108;3,84E-106;;;;;;;;;;;
ENSG00000236662;AL133215.1;50,34208307;-0,883189219;0,282008347;-3,131783966;0,001737477;0,004609281;;;;;;;;;;;
ENSG00000159648;TEPP;132,7448415;-0,883182071;0,198557327;-4,447995363;8,67E-06;3,05E-05;;;;;;;;;;;
ENSG00000003436;TFPI;8560,168393;-0,883177554;0,048532868;-18,1975143;5,40E-74;2,10E-72;;;;;;;;;;;
ENSG00000019582;CD74;28068,56997;-0,882879037;0,04360999;-20,2448805;3,94E-91;2,12E-89;;;;;;;;;;;
ENSG00000166401;SERPINB8;4036,24854;-0,882805512;0,060487665;-14,59480234;3,03E-48;6,42E-47;;;;;;;;;;;
ENSG00000280087;AC011481.3;144,3359135;-0,882550119;0,20405768;-4,325003206;1,53E-05;5,23E-05;;;;;;;;;;;
ENSG00000157404;KIT;26,9679942;-0,88240729;0,344141002;-2,564086478;0,010344777;0,0240402;;;;;;;;;;;
ENSG00000065833;ME1;4524,327448;-0,882244384;0,057389172;-15,37301108;2,48E-53;6,04E-52;;;;;;;;;;;
ENSG00000275576;AL049539.1;12,25479662;-0,881802434;0,384168132;-2,295355499;0,021712759;0,047019137;;;;;;;;;;;
ENSG00000275709;AC090527.3;6,816999416;-0,881132291;0,378545646;-2,327677785;0,01992922;0,043547891;;;;;;;;;;;
ENSG00000240050;;14,71314258;-0,881006073;0,377559062;-2,333425846;0,019625806;0,042969071;;;;;;;;;;;
ENSG00000236337;FMR1-IT1;14,01105101;-0,880962382;0,382453672;-2,303448619;0,021253615;0,046144304;;;;;;;;;;;
ENSG00000186765;FSCN2;133,4766031;-0,880622605;0,2004588;-4,39303539;1,12E-05;3,88E-05;;;;;;;;;;;
ENSG00000226785;;3,405827451;-0,880420546;0,326862205;-2,693552607;0,007069499;0,016935166;;;;;;;;;;;
ENSG00000233297;RASA4DP;11,76116464;-0,879619582;0,383728152;-2,2922988;0,021888407;0,047365019;;;;;;;;;;;
ENSG00000223658;C1GALT1C1L;102,2299636;-0,879403224;0,216624851;-4,059567592;4,92E-05;0,000160404;;;;;;;;;;;
ENSG00000112195;TREML2;8,846735797;-0,879384734;0,383658698;-2,292101647;0,021899778;0,047385796;;;;;;;;;;;
ENSG00000163430;FSTL1;36156,83782;-0,878990443;0,047792619;-18,39176153;1,53E-75;6,17E-74;;;;;;;;;;;
ENSG00000268605;AC011497.1;7,004602885;-0,878950341;0,376870835;-2,332232314;0,019688473;0,043095701;;;;;;;;;;;
ENSG00000135720;DYNC1LI2;16723,96283;-0,878857003;0,039762177;-22,10283914;2,97E-108;2,05E-106;;;;;;;;;;;
ENSG00000173262;SLC2A14;57,4472456;-0,878830475;0,287722343;-3,054439451;0,002254815;0,005865456;;;;;;;;;;;
ENSG00000135439;AGAP2;1681,206393;-0,877684428;0,07216472;-12,16223702;4,94E-34;6,86E-33;;;;;;;;;;;
ENSG00000165097;KDM1B;5423,085206;-0,877607784;0,050751612;-17,29221497;5,38E-67;1,84E-65;;;;;;;;;;;
ENSG00000258839;MC1R;1484,290538;-0,876371693;0,088895551;-9,858442676;6,30E-23;6,00E-22;;;;;;;;;;;
ENSG00000134575;ACP2;5981,10407;-0,876180654;0,047879049;-18,29987579;8,29E-75;3,27E-73;;;;;;;;;;;
ENSG00000102901;CENPT;8311,294695;-0,875801246;0,050050102;-17,49849088;1,47E-68;5,20E-67;;;;;;;;;;;
ENSG00000231194;FARP1-AS1;275,7993317;-0,875661539;0,147123073;-5,951898097;2,65E-09;1,26E-08;;;;;;;;;;;
ENSG00000277879;AL391988.1;167,8436182;-0,875349827;0,187388714;-4,671304938;2,99E-06;1,10E-05;;;;;;;;;;;
ENSG00000140848;CPNE2;4216,652304;-0,875317037;0,050612414;-17,2945128;5,17E-67;1,77E-65;;;;;;;;;;;
ENSG00000260121;AC138028.4;5438,25548;-0,874632785;0,061178241;-14,29646828;2,30E-46;4,60E-45;;;;;;;;;;;
ENSG00000257907;EEF1A1P17;19,64250705;-0,874546362;0,367748634;-2,378109072;0,017401678;0,038505779;;;;;;;;;;;
ENSG00000277481;PKD1L3;18,7520534;-0,874065767;0,38236966;-2,285918204;0,022259044;0,048108721;;;;;;;;;;;
ENSG00000197903;HIST1H2BK;5616,582315;-0,873744585;0,051607329;-16,93062985;2,68E-64;8,72E-63;;;;;;;;;;;
ENSG00000227484;CR559946.1;22,18564065;-0,873665398;0,36663443;-2,382933319;0,017175305;0,03805205;;;;;;;;;;;
ENSG00000229656;ITGB1-DT;310,5493301;-0,873548272;0,136109389;-6,417986862;1,38E-10;7,16E-10;;;;;;;;;;;
ENSG00000260978;AC126407.1;46,5000475;-0,873133945;0,28961645;-3,014794027;0,002571538;0,006637108;;;;;;;;;;;
ENSG00000149300;C11orf52;57,59919022;-0,872788736;0,278016776;-3,139338389;0,001693298;0,004503752;;;;;;;;;;;
ENSG00000254445;HSPB2-C11orf52;57,59919022;-0,872788736;0,278016776;-3,139338389;0,001693298;0,004503752;;;;;;;;;;;
ENSG00000166455;C16orf46;195,4986601;-0,872784635;0,180321303;-4,840163764;1,30E-06;4,95E-06;;;;;;;;;;;
ENSG00000205885;C1RL-AS1;623,2553967;-0,8727384;0,109580252;-7,964376645;1,66E-15;1,15E-14;;;;;;;;;;;
ENSG00000226087;AC073283.2;10,43218245;-0,872515315;0,385986854;-2,260479354;0,023791516;0,051037655;;;;;;;;;;;
ENSG00000131389;SLC6A6;19670,08209;-0,871964611;0,049714401;-17,53947732;7,16E-69;2,55E-67;;;;;;;;;;;
ENSG00000279812;AC120057.4;51,81865287;-0,871341067;0,287227141;-3,033630679;0,0024163;0,006265436;;;;;;;;;;;
ENSG00000253161;LINC01605;1529,090573;-0,870992784;0,068480986;-12,71875362;4,65E-37;7,02E-36;;;;;;;;;;;
ENSG00000108960;MMD;2402,312049;-0,870730331;0,06552539;-13,2884418;2,70E-40;4,51E-39;;;;;;;;;;;
ENSG00000188687;SLC4A5;439,5577016;-0,870366271;0,129012683;-6,746362073;1,52E-11;8,33E-11;;;;;;;;;;;
ENSG00000205334;LINC01460;11,8583696;-0,870301548;0,38475374;-2,261970339;0,023699236;0,050855996;;;;;;;;;;;
ENSG00000260465;AC018557.1;2979,029212;-0,869928962;0,055957115;-15,54635123;1,68E-54;4,25E-53;;;;;;;;;;;
ENSG00000233110;AC093797.1;102,6870187;-0,869397482;0,222796703;-3,90220084;9,53E-05;0,000300353;;;;;;;;;;;
ENSG00000260911;AC135050.3;26,19754846;-0,869348241;0,348615375;-2,493717444;0,012641313;0,028852242;;;;;;;;;;;
ENSG00000198944;SOWAHA;23,30457693;-0,869259095;0,365005658;-2,381494854;0,017242532;0,038188349;;;;;;;;;;;
ENSG00000125148;MT2A;30347,16915;-0,86922406;0,038367875;-22,65499601;1,25E-113;9,11E-112;;;;;;;;;;;
ENSG00000212232;SNORD17;104,8283393;-0,868743224;0,220590351;-3,938264849;8,21E-05;0,000260845;;;;;;;;;;;
ENSG00000258660;AC006146.1;158,2644291;-0,86868943;0,182812672;-4,75180096;2,02E-06;7,54E-06;;;;;;;;;;;
ENSG00000008517;IL32;487,7159631;-0,868637412;0,117622589;-7,384954048;1,53E-13;9,48E-13;;;;;;;;;;;
ENSG00000143847;PPFIA4;736,5089225;-0,868429109;0,10712532;-8,106665238;5,20E-16;3,68E-15;;;;;;;;;;;
ENSG00000264120;;71,5902778;-0,868003355;0,264468686;-3,282064761;0,001030499;0,002833741;;;;;;;;;;;
ENSG00000175175;PPM1E;475,6018231;-0,867907414;0,113883364;-7,621020189;2,52E-14;1,63E-13;;;;;;;;;;;
ENSG00000237476;LINC01637;40,53691593;-0,867828891;0,31733014;-2,734782429;0,006242152;0,015105985;;;;;;;;;;;
ENSG00000257045;AC016746.1;186,2897956;-0,867430821;0,172990209;-5,014334785;5,32E-07;2,10E-06;;;;;;;;;;;
ENSG00000068784;SRBD1;3114,043804;-0,867362602;0,059101708;-14,67576206;9,22E-49;1,98E-47;;;;;;;;;;;
ENSG00000179673;RPRML;7,647007463;-0,867328697;0,377592774;-2,296994956;0,021619057;0,046846541;;;;;;;;;;;
ENSG00000144749;LRIG1;1307,551568;-0,86685745;0,082044361;-10,56571639;4,30E-26;4,60E-25;;;;;;;;;;;
ENSG00000103037;SETD6;3224,728531;-0,866186341;0,057240316;-15,13245209;9,89E-52;2,32E-50;;;;;;;;;;;
ENSG00000233435;AGGF1P2;7,850897663;-0,866099536;0,376046741;-2,303169902;0,021269286;0,046170838;;;;;;;;;;;
ENSG00000172967;XKR3;5,148819791;-0,865365662;0,356056196;-2,430418768;0,015081386;0,033898296;;;;;;;;;;;
ENSG00000177990;DPY19L2;13,37665401;-0,865335997;0,384727797;-2,249216209;0,024498744;0,052437145;;;;;;;;;;;
ENSG00000136114;THSD1;184,4529204;-0,865294913;0,180405134;-4,7963985;1,62E-06;6,10E-06;;;;;;;;;;;
ENSG00000255478;AP000944.1;19,44593194;-0,865255988;0,372139322;-2,325086165;0,020067353;0,043821115;;;;;;;;;;;
ENSG00000119681;LTBP2;7171,516381;-0,86371609;0,054615004;-15,81463007;2,47E-56;6,54E-55;;;;;;;;;;;
ENSG00000158296;SLC13A3;208,737846;-0,863606874;0,161874229;-5,335048557;9,55E-08;4,02E-07;;;;;;;;;;;
ENSG00000133106;EPSTI1;421,5074675;-0,863363607;0,116762737;-7,394170668;1,42E-13;8,87E-13;;;;;;;;;;;
ENSG00000140044;JDP2;1383,213853;-0,863274592;0,079895098;-10,80510082;3,26E-27;3,61E-26;;;;;;;;;;;
ENSG00000140939;NOL3;2568,247383;-0,862982877;0,061487399;-14,03511755;9,50E-45;1,83E-43;;;;;;;;;;;
ENSG00000171051;FPR1;523,1743749;-0,86229561;0,115742357;-7,450130031;9,32E-14;5,86E-13;;;;;;;;;;;
ENSG00000144668;ITGA9;47,76864037;-0,861965657;0,311656861;-2,765752223;0,005679167;0,013849986;;;;;;;;;;;
ENSG00000221986;MYBPHL;3,591784593;-0,861826513;0,333687368;-2,582736401;0,009802018;0,022905031;;;;;;;;;;;
ENSG00000130943;PKDREJ;19,89149836;-0,86136939;0,366199599;-2,352185511;0,018663464;0,04104337;;;;;;;;;;;
ENSG00000263528;IKBKE;3268,625529;-0,861287831;0,060598519;-14,21301791;7,61E-46;1,50E-44;;;;;;;;;;;
ENSG00000196083;IL1RAP;3035,602327;-0,861097024;0,056421255;-15,26192602;1,37E-52;3,27E-51;;;;;;;;;;;
ENSG00000129048;ACKR4;120,7269297;-0,860887268;0,203682057;-4,226623011;2,37E-05;7,99E-05;;;;;;;;;;;
ENSG00000261513;AC009097.4;54,66544621;-0,86078366;0,298829444;-2,880518229;0,00397022;0,009927404;;;;;;;;;;;
ENSG00000271550;BNIP3P11;24,95235026;-0,860539584;0,346464506;-2,483774153;0,012999823;0,029617468;;;;;;;;;;;
ENSG00000178662;CSRNP3;153,9978274;-0,860378372;0,198517471;-4,334018397;1,46E-05;5,03E-05;;;;;;;;;;;
ENSG00000185973;TMLHE;133,739658;-0,859502927;0,205905927;-4,174250534;2,99E-05;9,97E-05;;;;;;;;;;;
ENSG00000119041;GTF3C3;3201,753654;-0,858868491;0,051692966;-16,61480389;5,45E-62;1,67E-60;;;;;;;;;;;
ENSG00000140829;DHX38;9715,442994;-0,858465546;0,041783096;-20,54576208;8,40E-94;4,70E-92;;;;;;;;;;;
ENSG00000138448;ITGAV;17895,93619;-0,858440564;0,042152887;-20,36492918;3,42E-92;1,89E-90;;;;;;;;;;;
ENSG00000179630;LACC1;2125,979932;-0,857876362;0,066128918;-12,97278685;1,75E-38;2,77E-37;;;;;;;;;;;
ENSG00000100368;CSF2RB;12,1996847;-0,857586788;0,384298301;-2,23156539;0,025643701;0,054656201;;;;;;;;;;;
ENSG00000149809;TM7SF2;1606,168685;-0,857051236;0,067269794;-12,74050641;3,52E-37;5,33E-36;;;;;;;;;;;
ENSG00000231128;AL137856.1;42,86660221;-0,856899689;0,309419378;-2,769379518;0,005616317;0,013704203;;;;;;;;;;;
ENSG00000262172;AC116025.2;6,107430215;-0,856620089;0,37586314;-2,279074478;0,022662638;0,048913878;;;;;;;;;;;
ENSG00000185523;SPATA45;11,48108404;-0,855988785;0,38551962;-2,22035077;0,026394966;0,056096637;;;;;;;;;;;
ENSG00000277324;AC093462.1;86,28624755;-0,855795224;0,231418476;-3,69804191;0,000217269;0,000651248;;;;;;;;;;;
ENSG00000197183;NOL4L;1102,259801;-0,855471208;0,08055306;-10,61997155;2,41E-26;2,60E-25;;;;;;;;;;;
ENSG00000149577;SIDT2;4742,884777;-0,855337319;0,049281449;-17,35617229;1,77E-67;6,16E-66;;;;;;;;;;;
ENSG00000117298;ECE1;51243,7997;-0,855316611;0,040541116;-21,09751024;8,38E-99;5,05E-97;;;;;;;;;;;
ENSG00000273018;FAM106A;903,1786812;-0,855163905;0,124410945;-6,873703154;6,26E-12;3,53E-11;;;;;;;;;;;
ENSG00000180747;SMG1P3;92,35224301;-0,855155962;0,253514228;-3,373206982;0,000742981;0,002078762;;;;;;;;;;;
ENSG00000229848;AC139149.1;23,10659707;-0,855153781;0,355832432;-2,403248565;0,016250138;0,036221164;;;;;;;;;;;
ENSG00000204706;MAMDC2-AS1;158,8650173;-0,854827114;0,190104311;-4,496621399;6,90E-06;2,45E-05;;;;;;;;;;;
ENSG00000166971;AKTIP;2188,897234;-0,854729199;0,064595279;-13,2320691;5,73E-40;9,42E-39;;;;;;;;;;;
ENSG00000183044;ABAT;168,0269625;-0,854664499;0,178758315;-4,781117436;1,74E-06;6,56E-06;;;;;;;;;;;
ENSG00000162676;GFI1;48,56420771;-0,854631725;0,305786696;-2,794862356;0,005192182;0,01275766;;;;;;;;;;;
ENSG00000104888;SLC17A7;14,73992508;-0,854234968;0,383465853;-2,227668933;0,0259026;0,055150927;;;;;;;;;;;
ENSG00000246090;AP002026.1;310,6248289;-0,854158024;0,155354644;-5,498117106;3,84E-08;1,66E-07;;;;;;;;;;;
ENSG00000156253;RWDD2B;1738,817744;-0,853947325;0,076079054;-11,22447356;3,09E-29;3,66E-28;;;;;;;;;;;
ENSG00000224992;AL445645.1;5,777403951;-0,853780771;0,364984765;-2,339223039;0,019323893;0,042353089;;;;;;;;;;;
ENSG00000184408;KCND2;3,665086883;-0,853496428;0,323955912;-2,634606741;0,008423481;0,019946625;;;;;;;;;;;
ENSG00000265451;AC012447.1;40,02285134;-0,85322226;0,309504416;-2,756736951;0,00583813;0,014193691;;;;;;;;;;;
ENSG00000273888;FRMD6-AS1;138,9428317;-0,85293252;0,189869642;-4,492200611;7,05E-06;2,50E-05;;;;;;;;;;;
ENSG00000085662;AKR1B1;15177,88403;-0,852405355;0,046498845;-18,33175325;4,62E-75;1,83E-73;;;;;;;;;;;
ENSG00000091136;LAMB1;20621,57927;-0,852309437;0,037990258;-22,43494713;1,80E-111;1,29E-109;;;;;;;;;;;
ENSG00000226711;FAM66C;35,59725994;-0,851752365;0,320600048;-2,656744347;0,007889925;0,01875451;;;;;;;;;;;
ENSG00000102524;TNFSF13B;27,35470735;-0,851698414;0,355101804;-2,398462647;0,016464056;0,036648838;;;;;;;;;;;
ENSG00000197142;ACSL5;13324,63881;-0,851223668;0,0443316;-19,20128469;3,61E-82;1,64E-80;;;;;;;;;;;
ENSG00000158805;ZNF276;6236,074069;-0,851113042;0,056153767;-15,156829;6,83E-52;1,61E-50;;;;;;;;;;;
ENSG00000233597;AC133435.1;24,32134777;-0,851003451;0,354126234;-2,403107619;0,016256402;0,036232112;;;;;;;;;;;
ENSG00000258388;PPT2-EGFL8;51,31025082;-0,850741681;0,351655308;-2,419248794;0,015552599;0,034825853;;;;;;;;;;;
ENSG00000173988;LRRC63;15,81722398;-0,850389299;0,381211545;-2,230754314;0,025697408;0,054748874;;;;;;;;;;;
ENSG00000180881;CAPS2;268,3197817;-0,850046807;0,161303537;-5,269858461;1,37E-07;5,68E-07;;;;;;;;;;;
ENSG00000175746;C15orf54;65,28974501;-0,849951919;0,26205609;-3,243396931;0,001181135;0,003216171;;;;;;;;;;;
ENSG00000171840;NINJ2;483,9205716;-0,849749204;0,107917847;-7,874037802;3,43E-15;2,33E-14;;;;;;;;;;;
ENSG00000081041;CXCL2;495,0944521;-0,849252056;0,107474623;-7,901884495;2,75E-15;1,88E-14;;;;;;;;;;;
ENSG00000273211;AC137630.4;34,89885682;-0,84906695;0,335134017;-2,533514676;0,011292501;0,026042407;;;;;;;;;;;
ENSG00000255680;AC091564.6;688,1355816;-0,848627606;0,104855071;-8,093338712;5,81E-16;4,10E-15;;;;;;;;;;;
ENSG00000177685;CRACR2B;1442,611403;-0,848506686;0,078491749;-10,81013857;3,08E-27;3,42E-26;;;;;;;;;;;
ENSG00000167769;ACER1;6,261254703;-0,848456046;0,377847483;-2,245498741;0,024736133;0,052911409;;;;;;;;;;;
ENSG00000110076;NRXN2;8,418355998;-0,847734638;0,374049629;-2,266369409;0,023428775;0,050344221;;;;;;;;;;;
ENSG00000169246;NPIPB3;81,11971333;-0,847201824;0,261397821;-3,241043946;0,001190928;0,00324075;;;;;;;;;;;
ENSG00000169902;TPST1;2345,464864;-0,847067259;0,060069707;-14,10140488;3,72E-45;7,24E-44;;;;;;;;;;;
ENSG00000108924;HLF;13,33294929;-0,846999304;0,380802355;-2,224249125;0,026131688;0,055594475;;;;;;;;;;;
ENSG00000158887;MPZ;49,37399029;-0,846819345;0,35635996;-2,376303286;0,017487083;0,038665995;;;;;;;;;;;
ENSG00000270277;AC009948.3;48,85911914;-0,846414037;0,303464892;-2,789166254;0,005284393;0,012964003;;;;;;;;;;;
ENSG00000248746;ACTN3;9,051294418;-0,846290895;0,385958236;-2,1927007;0,02832895;0,059699756;;;;;;;;;;;
ENSG00000188086;PRSS45;15,51350125;-0,846223074;0,380567006;-2,223584968;0,026176381;0,055680708;;;;;;;;;;;
ENSG00000169299;PGM2;9310,955332;-0,846179446;0,052973826;-15,9735383;1,95E-57;5,30E-56;;;;;;;;;;;
ENSG00000100629;CEP128;1949,859301;-0,84608262;0,073773933;-11,46858498;1,90E-30;2,32E-29;;;;;;;;;;;
ENSG00000153237;CCDC148;52,84347963;-0,845806745;0,29001841;-2,916389846;0,003541077;0,008935304;;;;;;;;;;;
ENSG00000270049;AC009061.2;82,49430351;-0,845673057;0,232779154;-3,632941539;0,000280209;0,00082886;;;;;;;;;;;
ENSG00000102904;TSNAXIP1;1551,448246;-0,844715882;0,07000238;-12,06695945;1,58E-33;2,15E-32;;;;;;;;;;;
ENSG00000051108;HERPUD1;8517,012015;-0,844127899;0,048687478;-17,33767953;2,44E-67;8,48E-66;;;;;;;;;;;
ENSG00000151651;ADAM8;27707,63212;-0,843904362;0,043976851;-19,18974037;4,51E-82;2,04E-80;;;;;;;;;;;
ENSG00000010704;HFE;2706,775668;-0,843433849;0,060102733;-14,03320287;9,76E-45;1,88E-43;;;;;;;;;;;
ENSG00000259580;AC023908.2;284,3108128;-0,843322562;0,142235666;-5,929051313;3,05E-09;1,44E-08;;;;;;;;;;;
ENSG00000013563;DNASE1L1;4333,818149;-0,84320179;0,049227646;-17,12862312;9,08E-66;3,04E-64;;;;;;;;;;;
ENSG00000261305;AC005586.2;42,25521967;-0,843119605;0,31455034;-2,680396419;0,007353502;0,017565204;;;;;;;;;;;
ENSG00000278493;AC039056.2;31,77629105;-0,842719243;0,331566961;-2,541626105;0,011033814;0,02550075;;;;;;;;;;;
ENSG00000168334;XIRP1;16,0897511;-0,84252069;0,383655597;-2,196033885;0,028089518;0,059241379;;;;;;;;;;;
ENSG00000115297;TLX2;5,860605009;-0,842155058;0,369638396;-2,278321371;0,022707437;0,049002668;;;;;;;;;;;
ENSG00000093010;COMT;5687,174211;-0,842006666;0,051200749;-16,44520217;9,08E-61;2,68E-59;;;;;;;;;;;
ENSG00000163638;ADAMTS9;1098,019546;-0,841951196;0,0832063;-10,11883946;4,56E-24;4,54E-23;;;;;;;;;;;
ENSG00000201185;RNA5SP202;135,5605467;-0,841801324;0,386045111;-2,180577608;0,029214673;0,061382685;;;;;;;;;;;
ENSG00000187955;COL14A1;4,542199885;-0,841658433;0,35311477;-2,383526561;0,017147647;0,037993917;;;;;;;;;;;
ENSG00000229222;KRT18P4;33,08708351;-0,841618465;0,325039323;-2,589281991;0,00961763;0,022497724;;;;;;;;;;;
ENSG00000151365;THRSP;8,974006935;-0,839480885;0,383723042;-2,187726022;0,028689565;0,060416903;;;;;;;;;;;
ENSG00000172349;IL16;91,0739367;-0,839282202;0,235159987;-3,568983869;0,000358368;0,001045046;;;;;;;;;;;
ENSG00000166908;PIP4K2C;3558,436136;-0,839078045;0,051490196;-16,2958798;1,06E-59;3,02E-58;;;;;;;;;;;
ENSG00000113578;FGF1;568,9596854;-0,838820127;0,118413416;-7,083826795;1,40E-12;8,20E-12;;;;;;;;;;;
ENSG00000234899;SOX9-AS1;91,20262762;-0,838572552;0,241188198;-3,476839081;0,000507362;0,001449993;;;;;;;;;;;
ENSG00000169442;CD52;6,423653398;-0,838245965;0,3776701;-2,219519006;0,026451436;0,056198804;;;;;;;;;;;
ENSG00000257698;AC084033.3;118,0723195;-0,837987244;0,212745918;-3,938911029;8,19E-05;0,000260236;;;;;;;;;;;
ENSG00000241158;ADAMTS9-AS1;49,41767001;-0,837880289;0,300778994;-2,785700819;0,005341214;0,013091404;;;;;;;;;;;
ENSG00000256377;AC009509.1;163,1031895;-0,837166607;0,179736339;-4,65774819;3,20E-06;1,17E-05;;;;;;;;;;;
ENSG00000104290;FZD3;625,6484778;-0,836817377;0,103733717;-8,06697576;7,21E-16;5,07E-15;;;;;;;;;;;
ENSG00000240661;AC063952.1;887,43642;-0,836371139;0,083266146;-10,04455209;9,71E-24;9,55E-23;;;;;;;;;;;
ENSG00000140678;ITGAX;3,891849106;-0,836249123;0,338293577;-2,471962757;0,013437351;0,030510424;;;;;;;;;;;
ENSG00000196511;TPK1;210,4341203;-0,835635961;0,178470553;-4,682206372;2,84E-06;1,05E-05;;;;;;;;;;;
ENSG00000256482;AC023796.2;439,8611603;-0,835563877;0,115342732;-7,244183137;4,35E-13;2,63E-12;;;;;;;;;;;
ENSG00000175356;SCUBE2;34,67593747;-0,835500166;0,329715478;-2,534003467;0,011276762;0,026008349;;;;;;;;;;;
ENSG00000158006;PAFAH2;925,4910812;-0,835230802;0,086190346;-9,690537787;3,31E-22;3,09E-21;;;;;;;;;;;
ENSG00000106302;HYAL4;9,372052108;-0,83409928;0,385674847;-2,162700749;0,030564203;0,063897206;;;;;;;;;;;
ENSG00000278047;;10,63754201;-0,833884266;0,386021771;-2,160200093;0,030757183;0,064275549;;;;;;;;;;;
ENSG00000181790;ADGRB1;6,742389014;-0,83380329;0,375640094;-2,219686619;0,026440048;0,056183527;;;;;;;;;;;
ENSG00000121210;TMEM131L;2830,467231;-0,833770072;0,066552079;-12,52808449;5,24E-36;7,70E-35;;;;;;;;;;;
ENSG00000271366;AC002128.2;11,20530427;-0,833550841;0,385814371;-2,16049713;0,030734206;0,064232546;;;;;;;;;;;
ENSG00000165816;VWA2;45,89214874;-0,83350085;0,298862981;-2,788906304;0,005288636;0,012973224;;;;;;;;;;;
ENSG00000105711;SCN1B;462,3541888;-0,8334208;0,128769317;-6,472200188;9,66E-11;5,05E-10;;;;;;;;;;;
ENSG00000268049;AC012313.2;224,8838617;-0,833283952;0,176822911;-4,712533846;2,45E-06;9,08E-06;;;;;;;;;;;
ENSG00000073150;PANX2;448,9927097;-0,83288761;0,126191057;-6,600211059;4,11E-11;2,20E-10;;;;;;;;;;;
ENSG00000231989;PPP1R2B;66,71893655;-0,83275408;0,251704407;-3,308460466;0,000938104;0,002593252;;;;;;;;;;;
ENSG00000187122;SLIT1;19,58083706;-0,831346171;0,367344971;-2,263121142;0,023628223;0,050715805;;;;;;;;;;;
ENSG00000114541;FRMD4B;925,4706359;-0,831288693;0,089158534;-9,32371423;1,12E-20;9,82E-20;;;;;;;;;;;
ENSG00000138443;ABI2;20457,53075;-0,831208665;0,053598218;-15,50813993;3,06E-54;7,62E-53;;;;;;;;;;;
ENSG00000140718;FTO;4282,170481;-0,83099423;0,050735093;-16,3790817;2,70E-60;7,85E-59;;;;;;;;;;;
ENSG00000274290;HIST1H2BE;178,2441325;-0,830439872;0,169308525;-4,904891059;9,35E-07;3,61E-06;;;;;;;;;;;
ENSG00000109089;CDR2L;6965,901303;-0,829907947;0,046254612;-17,94216626;5,53E-72;2,06E-70;;;;;;;;;;;
ENSG00000243339;RN7SL738P;21,18480036;-0,829676039;0,358593817;-2,313693098;0,020684563;0,045014694;;;;;;;;;;;
ENSG00000261117;AC009486.1;17,4943706;-0,829350675;0,370104502;-2,240855408;0,025035442;0,053487534;;;;;;;;;;;
ENSG00000067955;CBFB;8063,306795;-0,829152944;0,052905967;-15,67220097;2,34E-55;6,08E-54;;;;;;;;;;;
ENSG00000260837;;25,12199288;-0,828863127;0,353615134;-2,343969609;0,019079726;0,041859061;;;;;;;;;;;
ENSG00000226432;AC010342.1;6,460740167;-0,828484293;0,374743445;-2,210803962;0,027049415;0,057301009;;;;;;;;;;;
ENSG00000151883;PARP8;2139,34495;-0,828231359;0,063668554;-13,00848381;1,09E-38;1,75E-37;;;;;;;;;;;
ENSG00000106366;SERPINE1;74437,6283;-0,827659803;0,045276713;-18,28003296;1,19E-74;4,67E-73;;;;;;;;;;;
ENSG00000265087;;566,5988394;-0,826955197;0,104136069;-7,941102521;2,00E-15;1,38E-14;;;;;;;;;;;
ENSG00000178075;GRAMD1C;544,8154938;-0,826628982;0,104628972;-7,900574407;2,78E-15;1,90E-14;;;;;;;;;;;
